regulation_id,threshold_id,requirement_id,metric,operator,value,value_upper,unit,condition_context,consequence,threshold_type
APS-112,APS-112-THR-052,APS-112-REQ-037,risk_weight,==,85.0,,percent,"{""loan_type"": ""residential_secured"", ""loan_classification"": ""standard"", ""borrower_type"": ""other_standard_residential"", ""LMI"": true, ""LVR_band"": ""80.01-90""}",ADI must apply an 85 per cent risk weight to other standard residential property loans with LVR 80.01–90% and LMI.,informational
APS-112,APS-112-THR-053,APS-112-REQ-037,risk_weight,==,105.0,,percent,"{""loan_type"": ""residential_secured"", ""loan_classification"": ""standard"", ""borrower_type"": ""other_standard_residential"", ""LMI"": true, ""LVR_band"": ""90.01-100""}",ADI must apply a 105 per cent risk weight to other standard residential property loans with LVR 90.01–100% and LMI.,informational
APS-112,APS-112-THR-054,APS-112-REQ-038,risk_weight,==,35.0,,percent,"{""loan_type"": ""residential_secured"", ""scheme"": ""Australian_Government_Home_Guarantee_Scheme"", ""condition"": ""NHFIC_guarantee_certificate_issued""}",ADI may apply a 35 per cent risk weight to qualifying Home Guarantee Scheme exposures while the guarantee certificate remains valid.,informational
APS-112,APS-112-THR-055,APS-112-REQ-039,LVR,>=,80.0,,percent,"{""loan_type"": ""residential_secured"", ""loan_subtype"": ""interest_only"", ""interest_only_term"": "">5_years_or_unspecified"", ""classification_trigger"": ""non_standard""}",Interest-only loans with LVR above 80 per cent and interest-only term greater than five years or unspecified must be classified as non-standard loans.,trigger
APS-112,APS-112-THR-056,APS-112-REQ-040,risk_weight,==,50.0,,percent,"{""loan_type"": ""residential_secured"", ""loan_classification"": ""non_standard"", ""loan_subtype"": ""reverse_mortgage"", ""LVR_band"": ""0-60""}",ADI must apply a 50 per cent risk weight to reverse mortgage non-standard loans with LVR ≤ 60%.,informational
APS-112,APS-112-THR-057,APS-112-REQ-040,risk_weight,==,100.0,,percent,"{""loan_type"": ""residential_secured"", ""loan_classification"": ""non_standard"", ""loan_subtype"": ""reverse_mortgage"", ""LVR_band"": "">60""}",ADI must apply a 100 per cent risk weight to reverse mortgage non-standard loans with LVR > 60%.,informational
APS-112,APS-112-THR-058,APS-112-REQ-040,risk_weight,==,100.0,,percent,"{""loan_type"": ""residential_secured"", ""loan_classification"": ""non_standard"", ""loan_subtype"": ""all_other_non_standard""}",ADI must apply a 100 per cent risk weight to all non-standard residential loans other than reverse mortgages.,informational
APS-112,APS-112-THR-059,APS-112-REQ-041,consecutive_performing_months,>=,36.0,,months,"{""loan_type"": ""residential_secured"", ""loan_classification"": ""non_standard"", ""failed_criteria"": ""paragraph_5_only"", ""reclassification"": ""standard""}",A non-standard residential loan that failed only the para 5 criteria may be reclassified as standard after 36 consecutive months of performing.,minimum
APS-112,APS-112-THR-060,APS-112-REQ-042,risk_weight,==,70.0,,percent,"{""loan_type"": ""commercial_secured"", ""loan_classification"": ""standard"", ""cash_flow_dependent"": true, ""LVR_band"": ""0-60""}",ADI must apply a 70 per cent risk weight to standard commercial property loans dependent on property cash flows with LVR ≤ 60%.,informational
APS-112,APS-112-THR-061,APS-112-REQ-042,risk_weight,==,90.0,,percent,"{""loan_type"": ""commercial_secured"", ""loan_classification"": ""standard"", ""cash_flow_dependent"": true, ""LVR_band"": ""60.01-80""}",ADI must apply a 90 per cent risk weight to standard commercial property loans dependent on property cash flows with LVR 60.01–80%.,informational
APS-112,APS-112-THR-062,APS-112-REQ-042,risk_weight,==,110.0,,percent,"{""loan_type"": ""commercial_secured"", ""loan_classification"": ""standard"", ""cash_flow_dependent"": true, ""LVR_band"": "">80""}",ADI must apply a 110 per cent risk weight to standard commercial property loans dependent on property cash flows with LVR > 80%.,informational
APS-112,APS-112-THR-063,APS-112-REQ-042,risk_weight,==,150.0,,percent,"{""loan_type"": ""commercial_secured"", ""loan_classification"": ""non_standard"", ""cash_flow_dependent"": true}",ADI must apply a 150 per cent risk weight to all non-standard commercial property loans dependent on property cash flows regardless of LVR.,informational
APS-112,APS-112-THR-064,APS-112-REQ-043,risk_weight,==,60.0,,percent,"{""loan_type"": ""commercial_secured"", ""loan_classification"": ""standard"", ""cash_flow_dependent"": false, ""counterparty_type"": ""rated_corporate"", ""LVR_band"": ""0-60""}",ADI must apply a 60 per cent risk weight (or Table 10 risk weight if lower) to rated corporate commercial property loans not dependent on cash flows with LVR ≤ 60%.,informational
APS-112,APS-112-THR-065,APS-112-REQ-043,risk_weight,==,60.0,,percent,"{""loan_type"": ""commercial_secured"", ""loan_classification"": ""standard"", ""cash_flow_dependent"": false, ""counterparty_type"": ""all_other_counterparties"", ""LVR_band"": ""0-60""}",ADI must apply a 60 per cent risk weight to all other counterparty commercial property loans not dependent on cash flows with LVR ≤ 60%.,informational
APS-112,APS-112-THR-066,APS-112-REQ-044,borrower_tangible_assets,>=,250000000.0,,AUD,"{""loan_type"": ""commercial_secured"", ""classification"": ""not_dependent_on_property_cash_flows"", ""applies_to"": ""borrower_eligibility_criteria""}",Borrower must have greater than $250 million in tangible assets to which the ADI has unconditional recourse for the 'not dependent' classification to apply.,minimum
APS-112,APS-112-THR-067,APS-112-REQ-044,single_asset_concentration_pct_of_portfolio,<=,25.0,,percent,"{""loan_type"": ""commercial_secured"", ""classification"": ""not_dependent_on_property_cash_flows"", ""applies_to"": ""real_estate_portfolio_diversification""}",No single real estate asset may represent greater than 25 per cent of the borrower's real estate portfolio by value for the 'not dependent' classification to apply.,maximum
APS-112,APS-112-THR-068,APS-112-REQ-044,single_tenant_concentration_pct_of_net_rental_income,<=,25.0,,percent,"{""loan_type"": ""commercial_secured"", ""classification"": ""not_dependent_on_property_cash_flows"", ""portfolio_type"": ""retail_shopping_centres_with_anchor_tenants""}",No single tenant may represent greater than 25 per cent of portfolio net rental income for retail shopping centre portfolios requiring anchor tenants.,maximum
APS-112,APS-112-THR-069,APS-112-REQ-044,single_tenant_concentration_pct_of_net_rental_income,<=,10.0,,percent,"{""loan_type"": ""commercial_secured"", ""classification"": ""not_dependent_on_property_cash_flows"", ""portfolio_type"": ""all_other_real_estate_portfolios"", ""exception"": ""Government_tenants_excluded""}",No single tenant may represent greater than 10 per cent of portfolio net rental income for all other real estate portfolios (excluding Government tenants).,maximum
APS-112,APS-112-THR-070,APS-112-REQ-046,debt_to_qualifying_development_costs,<=,75.0,,percent,"{""loan_type"": ""residential_secured"", ""exposure_type"": ""ADC"", ""condition"": ""eligibility_for_100pct_risk_weight""}",Total debt to qualifying development costs must be less than 75 per cent for an ADC exposure to qualify for the 100 per cent risk weight.,maximum
APS-112,APS-112-THR-071,APS-112-REQ-046,aggregate_exposure_threshold,>=,5000000.0,,AUD,"{""loan_type"": ""residential_secured"", ""exposure_type"": ""ADC"", ""condition"": ""pre_sales_requirement_trigger""}","Where the exposure to the borrower exceeds $5 million in aggregate for a single development, qualifying pre-sales must be at least 100 per cent of total debt.",trigger
APS-112,APS-112-THR-072,APS-112-REQ-046,qualifying_pre_sales_pct_of_total_debt,>=,100.0,,percent,"{""loan_type"": ""residential_secured"", ""exposure_type"": ""ADC"", ""condition"": ""aggregate_exposure_greater_than_5_million""}",Qualifying pre-sales must be at least 100 per cent of total debt where the ADC exposure exceeds $5 million in aggregate for a single development.,minimum
APS-112,APS-112-THR-073,APS-112-REQ-046,risk_weight,==,100.0,,percent,"{""loan_type"": ""residential_secured"", ""exposure_type"": ""ADC"", ""condition"": ""meets_all_para_29_conditions""}",ADI may apply a 100 per cent risk weight to ADC exposures secured by residential property where all conditions in paragraph 29 are met.,informational
APS-112,APS-112-THR-074,APS-112-REQ-047,risk_weight,==,150.0,,percent,"{""exposure_type"": ""ADC"", ""condition"": ""does_not_meet_para_29_conditions""}",ADI must apply a 150 per cent risk weight to all ADC exposures that do not qualify for the 100 per cent treatment.,informational
APS-112,APS-112-THR-075,APS-112-REQ-049,risk_weight,==,0.0,,percent,"{""exposure_type"": ""sovereign"", ""credit_rating_grade"": ""1""}",ADI must apply a 0 per cent risk weight to sovereign exposures with credit rating grade 1.,informational
APS-112,APS-112-THR-076,APS-112-REQ-049,risk_weight,==,20.0,,percent,"{""exposure_type"": ""sovereign"", ""credit_rating_grade"": ""2""}",ADI must apply a 20 per cent risk weight to sovereign exposures with credit rating grade 2.,informational
APS-112,APS-112-THR-077,APS-112-REQ-049,risk_weight,==,50.0,,percent,"{""exposure_type"": ""sovereign"", ""credit_rating_grade"": ""3""}",ADI must apply a 50 per cent risk weight to sovereign exposures with credit rating grade 3.,informational
APS-112,APS-112-THR-078,APS-112-REQ-049,risk_weight,==,100.0,,percent,"{""exposure_type"": ""sovereign"", ""credit_rating_grade"": ""4_or_5""}",ADI must apply a 100 per cent risk weight to sovereign exposures with credit rating grade 4 or 5.,informational
APS-112,APS-112-THR-079,APS-112-REQ-049,risk_weight,==,150.0,,percent,"{""exposure_type"": ""sovereign"", ""credit_rating_grade"": ""6""}",ADI must apply a 150 per cent risk weight to sovereign exposures with credit rating grade 6.,informational
APS-112,APS-112-THR-080,APS-112-REQ-049,risk_weight,==,100.0,,percent,"{""exposure_type"": ""sovereign"", ""credit_rating_grade"": ""unrated""}",ADI must apply a 100 per cent risk weight to unrated sovereign exposures.,informational
APS-112,APS-112-THR-081,APS-112-REQ-049,risk_weight,==,0.0,,percent,"{""exposure_type"": ""sovereign"", ""counterparty"": ""Australian_Government_or_RBA"", ""currency"": ""AUD"", ""funding_currency"": ""AUD""}",ADI may apply a 0 per cent risk weight to Australian Government and RBA exposures denominated and funded in Australian dollars.,informational
APS-112,APS-112-THR-082,APS-112-REQ-050,risk_weight,==,20.0,,percent,"{""exposure_type"": ""domestic_PSE"", ""credit_rating_grade"": ""1""}",ADI must apply a 20 per cent risk weight to domestic PSE exposures with credit rating grade 1.,informational
APS-112,APS-112-THR-083,APS-112-REQ-050,risk_weight,==,50.0,,percent,"{""exposure_type"": ""domestic_PSE"", ""credit_rating_grade"": ""2""}",ADI must apply a 50 per cent risk weight to domestic PSE exposures with credit rating grade 2.,informational
APS-112,APS-112-THR-084,APS-112-REQ-050,risk_weight,==,50.0,,percent,"{""exposure_type"": ""domestic_PSE"", ""credit_rating_grade"": ""3""}",ADI must apply a 50 per cent risk weight to domestic PSE exposures with credit rating grade 3.,informational
APS-112,APS-112-THR-085,APS-112-REQ-050,risk_weight,==,100.0,,percent,"{""exposure_type"": ""domestic_PSE"", ""credit_rating_grade"": ""4_or_5""}",ADI must apply a 100 per cent risk weight to domestic PSE exposures with credit rating grade 4 or 5.,informational
APS-112,APS-112-THR-086,APS-112-REQ-050,risk_weight,==,150.0,,percent,"{""exposure_type"": ""domestic_PSE"", ""credit_rating_grade"": ""6""}",ADI must apply a 150 per cent risk weight to domestic PSE exposures with credit rating grade 6.,informational
APS-112,APS-112-THR-087,APS-112-REQ-050,risk_weight,==,50.0,,percent,"{""exposure_type"": ""domestic_PSE"", ""credit_rating_grade"": ""unrated""}",ADI must apply a 50 per cent risk weight to unrated domestic PSE exposures.,informational
APS-112,APS-112-THR-088,APS-112-REQ-051,risk_weight,==,20.0,,percent,"{""exposure_type"": ""bank"", ""maturity"": ""short_term"", ""credit_rating_grade"": ""1""}",ADI must apply a 20 per cent risk weight to short-term bank exposures with credit rating grade 1.,informational
APS-112,APS-112-THR-089,APS-112-REQ-051,risk_weight,==,20.0,,percent,"{""exposure_type"": ""bank"", ""maturity"": ""short_term"", ""credit_rating_grade"": ""2""}",ADI must apply a 20 per cent risk weight to short-term bank exposures with credit rating grade 2.,informational
APS-112,APS-112-THR-090,APS-112-REQ-051,risk_weight,==,20.0,,percent,"{""exposure_type"": ""bank"", ""maturity"": ""short_term"", ""credit_rating_grade"": ""3""}",ADI must apply a 20 per cent risk weight to short-term bank exposures with credit rating grade 3.,informational
APS-112,APS-112-THR-091,APS-112-REQ-051,risk_weight,==,50.0,,percent,"{""exposure_type"": ""bank"", ""maturity"": ""short_term"", ""credit_rating_grade"": ""4_or_5""}",ADI must apply a 50 per cent risk weight to short-term bank exposures with credit rating grade 4 or 5.,informational
APS-112,APS-112-THR-092,APS-112-REQ-051,risk_weight,==,150.0,,percent,"{""exposure_type"": ""bank"", ""maturity"": ""short_term"", ""credit_rating_grade"": ""6""}",ADI must apply a 150 per cent risk weight to short-term bank exposures with credit rating grade 6.,informational
APS-112,APS-112-THR-093,APS-112-REQ-051,risk_weight,==,20.0,,percent,"{""exposure_type"": ""bank"", ""maturity"": ""short_term"", ""credit_rating_grade"": ""unrated""}",ADI must apply a 20 per cent risk weight to unrated short-term bank exposures (subject to sovereign floor).,informational
APS-112,APS-112-THR-094,APS-112-REQ-051,risk_weight,==,20.0,,percent,"{""exposure_type"": ""bank"", ""maturity"": ""long_term"", ""credit_rating_grade"": ""1""}",ADI must apply a 20 per cent risk weight to long-term bank exposures with credit rating grade 1.,informational
APS-112,APS-112-THR-095,APS-112-REQ-051,risk_weight,==,30.0,,percent,"{""exposure_type"": ""bank"", ""maturity"": ""long_term"", ""credit_rating_grade"": ""2""}",ADI must apply a 30 per cent risk weight to long-term bank exposures with credit rating grade 2.,informational
APS-112,APS-112-THR-096,APS-112-REQ-051,risk_weight,==,50.0,,percent,"{""exposure_type"": ""bank"", ""maturity"": ""long_term"", ""credit_rating_grade"": ""3""}",ADI must apply a 50 per cent risk weight to long-term bank exposures with credit rating grade 3.,informational
APS-112,APS-112-THR-097,APS-112-REQ-051,risk_weight,==,100.0,,percent,"{""exposure_type"": ""bank"", ""maturity"": ""long_term"", ""credit_rating_grade"": ""4_or_5""}",ADI must apply a 100 per cent risk weight to long-term bank exposures with credit rating grade 4 or 5.,informational
APS-112,APS-112-THR-098,APS-112-REQ-051,risk_weight,==,150.0,,percent,"{""exposure_type"": ""bank"", ""maturity"": ""long_term"", ""credit_rating_grade"": ""6""}",ADI must apply a 150 per cent risk weight to long-term bank exposures with credit rating grade 6.,informational
APS-112,APS-112-THR-099,APS-112-REQ-051,risk_weight,==,50.0,,percent,"{""exposure_type"": ""bank"", ""maturity"": ""long_term"", ""credit_rating_grade"": ""unrated""}",ADI must apply a 50 per cent risk weight to unrated long-term bank exposures (subject to sovereign floor).,informational
APS-112,APS-112-THR-100,APS-112-REQ-051,original_maturity_short_term_threshold,<=,3.0,,months,"{""exposure_type"": ""bank"", ""condition"": ""short_term_treatment_eligibility""}",ADI may apply short-term risk weights to bank exposures with original maturity of three months or less.,maximum
APS-112,APS-112-THR-101,APS-112-REQ-051,original_maturity_trade_related_threshold,<=,6.0,,months,"{""exposure_type"": ""bank"", ""condition"": ""short_term_treatment_eligibility_trade_related"", ""transaction_type"": ""movement_of_goods_across_national_borders""}",ADI may apply short-term risk weights to trade-related bank exposures arising from movement of goods across national borders with original maturity of six months or less.,maximum
APS-112,APS-112-THR-102,APS-112-REQ-052,risk_weight_floor_short_term_unrated_bank,>=,20.0,,percent,"{""exposure_type"": ""bank"", ""maturity"": ""short_term"", ""credit_rating_grade"": ""unrated"", ""floor_type"": ""higher_of_standard_floor_or_sovereign_risk_weight""}",Unrated short-term bank exposures must be risk-weighted at the higher of 20 per cent or the sovereign risk weight of the bank's country of incorporation.,minimum
APS-112,APS-112-THR-103,APS-112-REQ-052,risk_weight_floor_long_term_unrated_bank,>=,50.0,,percent,"{""exposure_type"": ""bank"", ""maturity"": ""long_term"", ""credit_rating_grade"": ""unrated"", ""floor_type"": ""higher_of_standard_floor_or_sovereign_risk_weight""}",Unrated long-term bank exposures must be risk-weighted at the higher of 50 per cent or the sovereign risk weight of the bank's country of incorporation.,minimum
APS-112,APS-112-THR-104,APS-112-REQ-053,risk_weight,==,20.0,,percent,"{""exposure_type"": ""bank"", ""rating_type"": ""short_term_issue_specific"", ""credit_rating_grade"": ""1""}",ADI must apply a 20 per cent risk weight to short-term bank exposures with issue-specific credit rating grade 1.,informational
APS-112,APS-112-THR-105,APS-112-REQ-053,risk_weight,==,50.0,,percent,"{""exposure_type"": ""bank"", ""rating_type"": ""short_term_issue_specific"", ""credit_rating_grade"": ""2""}",ADI must apply a 50 per cent risk weight to short-term bank exposures with issue-specific credit rating grade 2.,informational
APS-112,APS-112-THR-106,APS-112-REQ-053,risk_weight,==,100.0,,percent,"{""exposure_type"": ""bank"", ""rating_type"": ""short_term_issue_specific"", ""credit_rating_grade"": ""3""}",ADI must apply a 100 per cent risk weight to short-term bank exposures with issue-specific credit rating grade 3.,informational
APS-112,APS-112-THR-107,APS-112-REQ-053,risk_weight,==,150.0,,percent,"{""exposure_type"": ""bank"", ""rating_type"": ""short_term_issue_specific"", ""credit_rating_grade"": ""4""}",ADI must apply a 150 per cent risk weight to short-term bank exposures with issue-specific credit rating grade 4.,informational
APS-112,APS-112-THR-108,APS-112-REQ-054,risk_weight,==,10.0,,percent,"{""exposure_type"": ""covered_bond"", ""credit_rating_grade"": ""1""}",ADI may apply a 10 per cent risk weight to rated covered bond exposures with credit rating grade 1.,informational
APS-112,APS-112-THR-109,APS-112-REQ-054,risk_weight,==,20.0,,percent,"{""exposure_type"": ""covered_bond"", ""credit_rating_grade"": ""2_or_3""}",ADI may apply a 20 per cent risk weight to rated covered bond exposures with credit rating grade 2 or 3.,informational
APS-112,APS-112-THR-110,APS-112-REQ-054,risk_weight,==,50.0,,percent,"{""exposure_type"": ""covered_bond"", ""credit_rating_grade"": ""4_or_5""}",ADI may apply a 50 per cent risk weight to rated covered bond exposures with credit rating grade 4 or 5.,informational
APS-112,APS-112-THR-111,APS-112-REQ-054,risk_weight,==,100.0,,percent,"{""exposure_type"": ""covered_bond"", ""credit_rating_grade"": ""6""}",ADI may apply a 100 per cent risk weight to rated covered bond exposures with credit rating grade 6.,informational
APS-112,APS-112-THR-112,APS-112-REQ-054,bank_assets_pct_of_cover_pool,<=,15.0,,percent,"{""exposure_type"": ""covered_bond"", ""asset_type"": ""bank_loans_or_guarantees"", ""bank_risk_weight_threshold"": ""30_percent_or_lower""}",Bank loans or guarantees qualifying for a risk weight of 30 per cent or lower cannot exceed 15 per cent of the cover pool for covered bond preferential treatment to apply.,maximum
APS-112,APS-112-THR-113,APS-112-REQ-054,LVR,<=,80.0,,percent,"{""exposure_type"": ""covered_bond"", ""asset_type"": ""residential_property_in_cover_pool"", ""condition"": ""eligibility_for_covered_bond_preferential_treatment""}",Residential property exposures in the cover pool must have LVR equal to or less than 80 per cent for covered bond preferential treatment to apply.,maximum
APS-112,APS-112-THR-114,APS-112-REQ-054,LVR,<=,60.0,,percent,"{""exposure_type"": ""covered_bond"", ""asset_type"": ""commercial_property_in_cover_pool"", ""condition"": ""eligibility_for_covered_bond_preferential_treatment""}",Commercial property exposures in the cover pool must have LVR equal to or less than 60 per cent for covered bond preferential treatment to apply.,maximum
APS-112,APS-112-THR-115,APS-112-REQ-054,cover_pool_overcollateralisation,>=,10.0,,percent,"{""exposure_type"": ""covered_bond"", ""condition"": ""nominal_cover_pool_vs_outstanding_covered_bond""}",The nominal value of the cover pool must exceed the nominal outstanding value of the covered bond by at least 10 per cent for preferential risk weights to apply.,minimum
APS-112,APS-112-THR-101,APS-112-REQ-052,risk_weight_general_corporate_rated,==,20.0,,percent,"{""exposure_type"": ""general_corporate"", ""rating_type"": ""long_term"", ""credit_rating_grade"": 1}",ADI applies 20% risk weight to general corporate exposure with long-term credit rating grade 1,informational
APS-112,APS-112-THR-102,APS-112-REQ-052,risk_weight_general_corporate_rated,==,50.0,,percent,"{""exposure_type"": ""general_corporate"", ""rating_type"": ""long_term"", ""credit_rating_grade"": 2}",ADI applies 50% risk weight to general corporate exposure with long-term credit rating grade 2,informational
APS-112,APS-112-THR-103,APS-112-REQ-052,risk_weight_general_corporate_rated,==,75.0,,percent,"{""exposure_type"": ""general_corporate"", ""rating_type"": ""long_term"", ""credit_rating_grade"": 3}",ADI applies 75% risk weight to general corporate exposure with long-term credit rating grade 3,informational
APS-112,APS-112-THR-104,APS-112-REQ-052,risk_weight_general_corporate_rated,==,100.0,,percent,"{""exposure_type"": ""general_corporate"", ""rating_type"": ""long_term"", ""credit_rating_grade"": 4}",ADI applies 100% risk weight to general corporate exposure with long-term credit rating grade 4,informational
APS-112,APS-112-THR-105,APS-112-REQ-052,risk_weight_general_corporate_rated,==,150.0,,percent,"{""exposure_type"": ""general_corporate"", ""rating_type"": ""long_term"", ""credit_rating_grade"": ""5_or_6""}",ADI applies 150% risk weight to general corporate exposure with long-term credit rating grade 5 or 6,informational
